Age,AgeGroup,Department,JobRole,Gender,MaritalStatus,OverTime,MonthlyIncome,JobSatisfaction,EnvironmentSatisfaction,WorkLifeBalance,JobInvolvement,YearsAtCompany,YearsSinceLastPromotion,TotalWorkingYears,JobLevel,BusinessTravel,Attrition,AttritionBinary,Cluster,ClusterLabel
43,36-45,Sales,Sales Executive,Male,Married,No,6804,4,4,3,2,2,2,7,2,Travel_Frequently,No,0,1,Loyal Mid-Career
34,26-35,Research & Development,Healthcare Representative,Female,Single,No,6142,3,2,3,3,5,4,10,2,Travel_Rarely,No,0,1,Loyal Mid-Career
23,18-25,Research & Development,Laboratory Technician,Male,Married,No,2500,1,2,4,3,4,0,5,1,Travel_Rarely,No,0,3,At-Risk Mid-Level
39,36-45,Human Resources,Human Resources,Female,Married,No,6389,2,3,1,4,8,3,12,2,Travel_Rarely,No,0,1,Loyal Mid-Career
56,56-65,Research & Development,Healthcare Representative,Male,Married,No,11103,4,3,2,3,10,1,30,4,Travel_Rarely,No,0,0,Stable Senior
40,36-45,Research & Development,Research Scientist,Female,Single,Yes,2342,4,4,2,2,4,2,5,1,Travel_Rarely,No,0,2,Burnt-Out & Overworked
27,26-35,Research & Development,Healthcare Representative,Female,Single,No,6811,1,4,1,2,7,0,9,2,Travel_Rarely,No,0,3,At-Risk Mid-Level
29,26-35,Sales,Sales Representative,Male,Divorced,No,2297,2,4,3,3,2,2,2,1,Travel_Rarely,No,0,3,At-Risk Mid-Level
53,46-55,Research & Development,Laboratory Technician,Male,Single,No,2450,4,4,3,3,2,2,19,2,Travel_Rarely,No,0,1,Loyal Mid-Career
35,26-35,Research & Development,Healthcare Representative,Female,Divorced,No,5093,1,4,4,3,1,0,16,2,Non-Travel,No,0,1,Loyal Mid-Career
32,26-35,Research & Development,Laboratory Technician,Male,Married,No,5309,4,1,3,3,10,4,10,2,Travel_Frequently,No,0,1,Loyal Mid-Career
38,36-45,Research & Development,Research Scientist,Male,Married,Yes,3057,3,4,1,3,1,0,6,1,Travel_Rarely,No,0,2,Burnt-Out & Overworked
34,26-35,Research & Development,Manufacturing Director,Female,Divorced,No,5121,1,2,3,3,0,0,7,2,Travel_Rarely,No,0,3,At-Risk Mid-Level
52,46-55,Sales,Manager,Male,Married,No,16856,1,3,4,2,34,1,34,4,Travel_Rarely,No,0,0,Stable Senior
33,26-35,Research & Development,Research Scientist,Male,Single,Yes,2686,4,4,2,3,10,7,10,1,Travel_Rarely,Yes,1,2,Burnt-Out & Overworked
25,18-25,Sales,Sales Executive,Female,Single,No,6180,4,3,2,3,6,1,6,2,Travel_Rarely,No,0,3,At-Risk Mid-Level
45,36-45,Sales,Sales Representative,Male,Single,No,6632,3,2,3,1,8,3,9,2,Travel_Rarely,No,0,1,Loyal Mid-Career
23,18-25,Research & Development,Research Scientist,Male,Single,No,3505,3,1,3,4,2,0,2,1,Travel_Rarely,No,0,3,At-Risk Mid-Level
47,46-55,Sales,Sales Executive,Female,Single,Yes,6397,3,2,3,4,5,1,8,2,Travel_Frequently,Yes,1,2,Burnt-Out & Overworked
34,26-35,Sales,Sales Executive,Male,Single,No,6274,4,4,3,3,6,1,6,2,Travel_Rarely,No,0,1,Loyal Mid-Career
55,46-55,Research & Development,Manager,Male,Married,Yes,19859,1,4,3,3,5,1,24,5,Travel_Rarely,Yes,1,0,Stable Senior
36,36-45,Sales,Sales Executive,Male,Single,No,7587,1,1,3,2,10,0,10,3,Non-Travel,No,0,1,Loyal Mid-Career
52,46-55,Research & Development,Research Scientist,Male,Married,No,4258,4,4,3,3,4,1,5,1,Non-Travel,No,0,1,Loyal Mid-Career
26,26-35,Research & Development,Laboratory Technician,Female,Divorced,No,4364,4,1,3,1,2,2,5,1,Travel_Frequently,No,0,3,At-Risk Mid-Level
29,26-35,Research & Development,Healthcare Representative,Female,Married,No,4335,3,2,2,3,8,1,11,2,Travel_Rarely,No,0,3,At-Risk Mid-Level
26,26-35,Sales,Sales Executive,Male,Single,No,5326,1,4,2,2,4,1,6,2,Travel_Rarely,Yes,1,3,At-Risk Mid-Level
34,26-35,Research & Development,Research Scientist,Female,Single,No,3280,4,2,3,4,4,1,10,1,Travel_Rarely,No,0,3,At-Risk Mid-Level
54,46-55,Research & Development,Manufacturing Director,Female,Divorced,Yes,5485,1,4,3,3,5,1,9,2,Travel_Rarely,No,0,2,Burnt-Out & Overworked
27,26-35,Sales,Sales Executive,Male,Married,No,4342,4,3,3,3,4,1,5,2,Travel_Frequently,No,0,3,At-Risk Mid-Level
37,36-45,Research & Development,Research Scientist,Female,Divorced,Yes,2782,1,4,2,3,5,4,6,1,Travel_Rarely,No,0,2,Burnt-Out & Overworked
38,36-45,Research & Development,Manufacturing Director,Female,Single,Yes,5980,1,1,3,4,15,4,17,2,Travel_Frequently,No,0,2,Burnt-Out & Overworked
34,26-35,Research & Development,Research Scientist,Female,Single,No,4381,1,3,3,2,6,1,6,1,Travel_Rarely,No,0,3,At-Risk Mid-Level
35,26-35,Sales,Sales Representative,Female,Married,No,2572,4,1,2,3,3,0,3,1,Travel_Rarely,No,0,3,At-Risk Mid-Level
30,26-35,Research & Development,Laboratory Technician,Male,Married,No,3833,3,4,3,1,2,0,7,1,Travel_Rarely,No,0,3,At-Risk Mid-Level
40,36-45,Research & Development,Healthcare Representative,Female,Married,No,4244,2,3,3,4,8,3,8,2,Travel_Frequently,No,0,1,Loyal Mid-Career
34,26-35,Sales,Sales Executive,Female,Married,No,6500,1,3,3,3,3,1,6,2,Travel_Rarely,No,0,3,At-Risk Mid-Level
42,36-45,Research & Development,Manager,Male,Divorced,No,18430,4,2,2,3,24,14,24,5,Travel_Frequently,No,0,0,Stable Senior
23,18-25,Research & Development,Laboratory Technician,Male,Married,Yes,1601,1,3,3,4,0,0,1,1,Travel_Rarely,Yes,1,2,Burnt-Out & Overworked
24,18-25,Research & Development,Laboratory Technician,Male,Divorced,No,2694,2,3,3,2,1,0,1,1,Non-Travel,No,0,3,At-Risk Mid-Level
52,46-55,Research & Development,Laboratory Technician,Female,Married,No,3149,3,4,3,3,5,1,9,2,Travel_Rarely,No,0,1,Loyal Mid-Career
50,46-55,Research & Development,Research Director,Male,Married,No,17639,3,3,3,3,4,0,30,4,Travel_Rarely,No,0,0,Stable Senior
29,26-35,Research & Development,Laboratory Technician,Female,Married,Yes,2319,1,2,3,2,1,0,1,1,Travel_Rarely,Yes,1,2,Burnt-Out & Overworked
33,26-35,Research & Development,Research Director,Male,Married,No,11691,3,3,4,3,13,3,14,3,Travel_Rarely,No,0,1,Loyal Mid-Career
33,26-35,Sales,Sales Executive,Female,Single,No,5324,1,1,3,3,3,0,6,2,Travel_Rarely,Yes,1,3,At-Risk Mid-Level
47,46-55,Research & Development,Manager,Female,Married,Yes,16752,4,3,2,3,26,3,26,4,Travel_Rarely,No,0,0,Stable Senior
36,36-45,Research & Development,Manufacturing Director,Female,Married,No,5228,2,3,3,3,9,0,10,2,Travel_Rarely,No,0,1,Loyal Mid-Career
29,26-35,Research & Development,Research Scientist,Male,Married,No,2700,3,3,3,4,10,0,10,1,Travel_Rarely,No,0,3,At-Risk Mid-Level
58,56-65,Research & Development,Research Director,Male,Single,Yes,19246,2,4,3,3,31,13,40,5,Travel_Rarely,Yes,1,0,Stable Senior
35,26-35,Research & Development,Research Scientist,Female,Single,No,2506,3,4,3,4,2,2,7,1,Travel_Rarely,No,0,3,At-Risk Mid-Level
42,36-45,Research & Development,Manufacturing Director,Female,Married,Yes,6062,4,4,3,2,4,0,8,2,Travel_Rarely,No,0,2,Burnt-Out & Overworked
28,26-35,Research & Development,Research Scientist,Male,Single,No,4382,3,3,2,3,2,2,5,1,Travel_Rarely,Yes,1,3,At-Risk Mid-Level
36,36-45,Human Resources,Human Resources,Male,Married,No,2143,2,3,3,3,5,0,8,1,Travel_Rarely,No,0,3,At-Risk Mid-Level
32,26-35,Research & Development,Manufacturing Director,Female,Married,No,6162,3,3,3,2,14,6,14,2,Travel_Rarely,No,0,1,Loyal Mid-Career
40,36-45,Research & Development,Laboratory Technician,Male,Single,No,5094,3,1,3,2,1,0,10,2,Travel_Frequently,No,0,1,Loyal Mid-Career
30,26-35,Research & Development,Manufacturing Director,Female,Single,Yes,6877,4,3,2,2,0,0,12,2,Travel_Rarely,No,0,2,Burnt-Out & Overworked
45,36-45,Research & Development,Research Scientist,Female,Single,No,2274,3,2,3,2,1,0,1,1,Travel_Rarely,No,0,3,At-Risk Mid-Level
42,36-45,Research & Development,Manufacturing Director,Male,Married,No,4434,2,2,2,3,9,7,10,2,Travel_Rarely,No,0,1,Loyal Mid-Career
38,36-45,Research & Development,Healthcare Representative,Male,Divorced,No,6288,1,1,2,2,4,1,13,2,Travel_Frequently,No,0,3,At-Risk Mid-Level
34,26-35,Research & Development,Research Scientist,Female,Single,No,2553,4,3,3,2,5,1,6,1,Travel_Frequently,No,0,3,At-Risk Mid-Level
49,46-55,Sales,Sales Executive,Female,Married,No,7654,4,3,4,3,9,7,9,3,Travel_Rarely,Yes,1,1,Loyal Mid-Career
55,46-55,Sales,Sales Executive,Male,Single,No,5160,4,3,2,3,9,7,12,2,Travel_Rarely,Yes,1,1,Loyal Mid-Career
43,36-45,Research & Development,Research Director,Male,Married,No,17159,1,2,3,3,4,1,22,4,Travel_Rarely,No,0,0,Stable Senior
27,26-35,Research & Development,Research Director,Male,Divorced,Yes,12808,4,3,3,2,9,0,9,3,Travel_Rarely,No,0,2,Burnt-Out & Overworked
35,26-35,Research & Development,Manufacturing Director,Male,Single,No,10221,3,3,4,3,8,1,17,3,Travel_Rarely,No,0,1,Loyal Mid-Career
28,26-35,Sales,Sales Executive,Female,Married,Yes,4779,2,2,3,3,8,7,8,2,Travel_Rarely,No,0,2,Burnt-Out & Overworked
34,26-35,Human Resources,Human Resources,Male,Married,No,3737,4,3,1,3,3,0,4,1,Travel_Rarely,No,0,3,At-Risk Mid-Level
26,26-35,Research & Development,Research Scientist,Female,Married,Yes,2366,3,3,3,2,8,1,8,1,Travel_Frequently,Yes,1,2,Burnt-Out & Overworked
27,26-35,Research & Development,Research Scientist,Male,Married,No,1706,4,4,2,3,0,0,0,1,Non-Travel,No,0,3,At-Risk Mid-Level
51,46-55,Sales,Manager,Female,Married,No,16307,3,1,2,3,20,4,29,4,Travel_Rarely,No,0,0,Stable Senior
44,36-45,Research & Development,Healthcare Representative,Male,Single,No,5933,2,4,2,3,5,2,10,2,Travel_Rarely,No,0,1,Loyal Mid-Career
25,18-25,Research & Development,Research Scientist,Male,Single,No,3424,1,1,2,4,4,0,6,1,Travel_Rarely,No,0,3,At-Risk Mid-Level
33,26-35,Sales,Sales Executive,Male,Divorced,No,4037,1,1,3,4,9,0,9,2,Travel_Rarely,No,0,3,At-Risk Mid-Level
35,26-35,Research & Development,Research Scientist,Female,Single,No,2559,1,3,2,2,6,1,6,1,Travel_Rarely,No,0,3,At-Risk Mid-Level
36,36-45,Sales,Sales Executive,Male,Married,Yes,6201,4,2,2,3,18,4,18,2,Travel_Rarely,No,0,2,Burnt-Out & Overworked
32,26-35,Sales,Sales Executive,Male,Divorced,No,4403,4,2,2,3,5,0,8,2,Travel_Rarely,No,0,3,At-Risk Mid-Level
30,26-35,Research & Development,Research Scientist,Male,Divorced,No,3761,4,2,2,2,5,0,10,1,Travel_Frequently,No,0,3,At-Risk Mid-Level
53,46-55,Sales,Sales Executive,Female,Married,Yes,10934,4,1,3,2,5,0,35,3,Travel_Rarely,No,0,0,Stable Senior
45,36-45,Sales,Sales Executive,Male,Divorced,Yes,10761,1,4,3,3,5,0,18,3,Travel_Rarely,No,0,2,Burnt-Out & Overworked
32,26-35,Research & Development,Research Scientist,Female,Married,No,5175,3,3,2,4,5,1,9,2,Travel_Rarely,No,0,3,At-Risk Mid-Level
52,46-55,Research & Development,Manufacturing Director,Female,Married,No,13826,4,3,3,2,9,0,31,4,Travel_Frequently,No,0,0,Stable Senior
37,36-45,Sales,Sales Executive,Male,Divorced,No,6334,3,4,3,2,1,0,9,2,Travel_Rarely,No,0,3,At-Risk Mid-Level
28,26-35,Human Resources,Human Resources,Male,Divorced,No,4936,4,2,3,2,5,0,6,1,Travel_Rarely,No,0,3,At-Risk Mid-Level
22,18-25,Research & Development,Manufacturing Director,Male,Married,No,4775,4,4,1,2,2,2,4,2,Travel_Rarely,No,0,3,At-Risk Mid-Level
44,36-45,Research & Development,Laboratory Technician,Male,Married,Yes,2818,4,1,2,4,3,0,10,1,Travel_Rarely,No,0,2,Burnt-Out & Overworked
42,36-45,Research & Development,Research Scientist,Male,Single,Yes,2515,4,2,3,3,2,2,8,1,Travel_Frequently,No,0,2,Burnt-Out & Overworked
36,36-45,Human Resources,Human Resources,Male,Married,No,2342,1,1,3,2,5,0,6,1,Travel_Rarely,No,0,3,At-Risk Mid-Level
25,18-25,Sales,Sales Executive,Male,Married,Yes,4194,1,3,3,3,5,0,5,2,Travel_Rarely,No,0,2,Burnt-Out & Overworked
35,26-35,Research & Development,Manufacturing Director,Female,Married,Yes,10685,3,4,3,2,17,5,17,3,Travel_Rarely,No,0,0,Stable Senior
35,26-35,Research & Development,Research Scientist,Female,Divorced,Yes,2022,2,4,2,3,10,7,10,1,Travel_Frequently,Yes,1,2,Burnt-Out & Overworked
32,26-35,Research & Development,Laboratory Technician,Male,Divorced,No,2314,4,4,3,3,3,0,4,1,Non-Travel,No,0,3,At-Risk Mid-Level
25,18-25,Sales,Sales Executive,Male,Married,No,4256,1,3,4,2,5,0,5,2,Travel_Rarely,No,0,3,At-Risk Mid-Level
49,46-55,Research & Development,Research Scientist,Female,Married,No,3580,1,3,3,3,4,0,7,1,Travel_Rarely,No,0,3,At-Risk Mid-Level
24,18-25,Research & Development,Laboratory Technician,Male,Married,No,3162,4,1,2,2,5,3,6,1,Non-Travel,No,0,3,At-Risk Mid-Level
32,26-35,Sales,Sales Executive,Male,Married,No,6524,2,2,3,3,10,5,10,2,Travel_Frequently,No,0,1,Loyal Mid-Career
38,36-45,Sales,Sales Representative,Male,Married,No,2899,2,2,3,2,2,1,3,1,Travel_Rarely,No,0,3,At-Risk Mid-Level
42,36-45,Research & Development,Laboratory Technician,Female,Married,Yes,5231,4,3,2,4,5,1,17,2,Travel_Rarely,No,0,2,Burnt-Out & Overworked
31,26-35,Research & Development,Research Scientist,Male,Married,Yes,2356,4,4,3,3,6,0,8,1,Travel_Rarely,No,0,2,Burnt-Out & Overworked
29,26-35,Sales,Sales Representative,Female,Divorced,Yes,2800,3,2,3,2,3,0,5,1,Travel_Rarely,Yes,1,2,Burnt-Out & Overworked
53,46-55,Sales,Sales Executive,Male,Married,No,11836,4,1,3,3,2,2,28,4,Travel_Rarely,No,0,0,Stable Senior
35,26-35,Research & Development,Manufacturing Director,Male,Married,No,10903,2,4,3,2,13,4,16,3,Travel_Rarely,No,0,1,Loyal Mid-Career
37,36-45,Sales,Sales Representative,Female,Married,No,2973,4,3,3,3,5,0,10,1,Travel_Frequently,No,0,3,At-Risk Mid-Level
53,46-55,Research & Development,Research Director,Female,Single,No,14275,4,4,3,3,12,3,33,4,Travel_Rarely,No,0,0,Stable Senior
43,36-45,Research & Development,Healthcare Representative,Female,Married,No,5562,4,4,2,3,5,2,12,2,Travel_Frequently,No,0,1,Loyal Mid-Career
47,46-55,Sales,Sales Executive,Female,Married,Yes,4537,4,3,3,3,7,7,8,2,Travel_Rarely,No,0,2,Burnt-Out & Overworked
37,36-45,Sales,Sales Executive,Male,Single,Yes,7642,2,1,3,3,10,0,10,3,Non-Travel,No,0,2,Burnt-Out & Overworked
50,46-55,Research & Development,Manager,Male,Divorced,No,17924,1,1,3,3,31,14,31,4,Non-Travel,No,0,0,Stable Senior
39,36-45,Human Resources,Human Resources,Female,Married,No,5204,4,4,3,2,5,0,13,2,Travel_Rarely,No,0,1,Loyal Mid-Career
33,26-35,Human Resources,Human Resources,Male,Divorced,Yes,2277,2,4,4,3,4,0,7,1,Travel_Rarely,No,0,2,Burnt-Out & Overworked
32,26-35,Research & Development,Laboratory Technician,Male,Single,Yes,2795,4,1,1,3,1,0,1,1,Travel_Rarely,Yes,1,2,Burnt-Out & Overworked
29,26-35,Research & Development,Laboratory Technician,Female,Divorced,No,2532,4,1,3,2,4,0,8,1,Travel_Rarely,No,0,3,At-Risk Mid-Level
44,36-45,Research & Development,Research Scientist,Male,Married,Yes,2559,1,2,3,3,8,7,8,1,Travel_Rarely,No,0,2,Burnt-Out & Overworked
28,26-35,Sales,Sales Executive,Male,Single,No,4908,4,1,3,3,4,0,4,2,Travel_Rarely,No,0,3,At-Risk Mid-Level
58,56-65,Research & Development,Laboratory Technician,Male,Divorced,Yes,2380,4,4,2,2,1,0,3,1,Travel_Frequently,Yes,1,2,Burnt-Out & Overworked
43,36-45,Research & Development,Manufacturing Director,Female,Divorced,No,4765,2,1,4,3,1,0,4,2,Travel_Rarely,No,0,1,Loyal Mid-Career
20,18-25,Sales,Sales Representative,Female,Single,No,2044,3,3,2,2,2,0,2,1,Travel_Rarely,Yes,1,3,At-Risk Mid-Level
21,18-25,Research & Development,Research Scientist,Female,Single,No,2693,4,4,2,3,1,0,1,1,Travel_Rarely,Yes,1,3,At-Risk Mid-Level
36,36-45,Research & Development,Healthcare Representative,Male,Married,Yes,6586,4,3,2,3,16,4,17,2,Travel_Rarely,No,0,2,Burnt-Out & Overworked
47,46-55,Sales,Sales Representative,Female,Single,Yes,3294,4,4,2,2,3,1,3,1,Travel_Rarely,No,0,2,Burnt-Out & Overworked
22,18-25,Research & Development,Manufacturing Director,Female,Married,Yes,4171,3,2,4,3,3,0,4,2,Travel_Rarely,Yes,1,2,Burnt-Out & Overworked
41,36-45,Research & Development,Laboratory Technician,Female,Divorced,Yes,2778,4,2,2,1,7,1,10,1,Travel_Rarely,Yes,1,2,Burnt-Out & Overworked
28,26-35,Research & Development,Research Scientist,Female,Divorced,No,2377,3,3,3,3,2,2,6,1,Travel_Rarely,No,0,3,At-Risk Mid-Level
39,36-45,Research & Development,Laboratory Technician,Male,Married,Yes,2404,1,4,1,3,2,2,8,1,Travel_Rarely,Yes,1,2,Burnt-Out & Overworked
27,26-35,Research & Development,Research Scientist,Female,Single,No,2318,3,2,3,3,1,0,1,1,Travel_Rarely,No,0,3,At-Risk Mid-Level
34,26-35,Research & Development,Laboratory Technician,Male,Divorced,No,2008,2,2,3,3,1,1,1,1,Travel_Rarely,No,0,3,At-Risk Mid-Level
42,36-45,Sales,Sales Executive,Female,Single,No,6244,3,3,3,2,5,0,10,2,Travel_Rarely,No,0,1,Loyal Mid-Career
33,26-35,Research & Development,Research Scientist,Male,Single,Yes,2799,1,3,3,2,3,0,6,1,Travel_Rarely,No,0,2,Burnt-Out & Overworked
58,56-65,Research & Development,Healthcare Representative,Female,Divorced,Yes,10552,2,3,3,2,6,0,24,3,Travel_Rarely,No,0,0,Stable Senior
31,26-35,Sales,Sales Representative,Male,Married,No,2329,3,2,4,2,7,5,13,1,Travel_Rarely,No,0,1,Loyal Mid-Career
35,26-35,Research & Development,Healthcare Representative,Female,Married,Yes,4014,4,4,1,3,10,0,10,2,Travel_Rarely,No,0,2,Burnt-Out & Overworked
49,46-55,Research & Development,Laboratory Technician,Female,Married,No,7403,2,1,2,3,26,1,29,3,Travel_Rarely,No,0,0,Stable Senior
48,46-55,Research & Development,Research Scientist,Male,Married,No,2259,3,4,2,3,0,0,13,1,Travel_Rarely,No,0,3,At-Risk Mid-Level
31,26-35,Sales,Sales Executive,Female,Married,No,6932,3,4,2,3,9,0,9,2,Non-Travel,No,0,3,At-Risk Mid-Level
36,36-45,Research & Development,Research Scientist,Male,Single,No,4678,4,2,3,3,6,0,8,1,Travel_Rarely,No,0,3,At-Risk Mid-Level
38,36-45,Research & Development,Research Director,Female,Married,No,13582,1,4,3,3,15,5,15,3,Travel_Rarely,No,0,0,Stable Senior
32,26-35,Research & Development,Laboratory Technician,Female,Married,No,2332,2,3,3,2,3,0,5,1,Non-Travel,No,0,3,At-Risk Mid-Level
25,18-25,Sales,Sales Representative,Male,Married,Yes,2413,2,3,3,2,1,0,1,1,Travel_Rarely,Yes,1,2,Burnt-Out & Overworked
40,36-45,Sales,Sales Executive,Male,Divorced,No,9705,2,1,2,2,1,0,11,3,Travel_Rarely,No,0,1,Loyal Mid-Career
26,26-35,Sales,Sales Executive,Male,Single,No,4294,1,3,3,2,7,0,7,2,Travel_Frequently,No,0,3,At-Risk Mid-Level
41,36-45,Research & Development,Laboratory Technician,Male,Single,Yes,4721,1,4,3,3,18,2,20,1,Travel_Rarely,No,0,2,Burnt-Out & Overworked
36,36-45,Research & Development,Laboratory Technician,Male,Single,No,2519,3,3,3,3,11,3,16,1,Travel_Rarely,No,0,1,Loyal Mid-Career
19,18-25,Sales,Sales Representative,Male,Single,Yes,2121,2,4,4,2,1,0,1,1,Travel_Rarely,Yes,1,2,Burnt-Out & Overworked
20,18-25,Research & Development,Laboratory Technician,Male,Single,No,2973,1,1,3,3,1,0,1,1,Travel_Rarely,Yes,1,3,At-Risk Mid-Level
31,26-35,Research & Development,Healthcare Representative,Female,Married,Yes,5855,4,4,1,3,9,8,10,2,Travel_Rarely,No,0,2,Burnt-Out & Overworked
40,36-45,Research & Development,Research Scientist,Male,Divorced,Yes,3617,2,4,3,3,1,0,3,1,Travel_Frequently,No,0,2,Burnt-Out & Overworked
32,26-35,Research & Development,Manufacturing Director,Female,Married,No,6725,1,3,4,3,8,6,8,2,Travel_Rarely,No,0,1,Loyal Mid-Career
36,36-45,Sales,Sales Executive,Male,Married,Yes,10325,4,3,3,2,16,3,16,3,Travel_Rarely,Yes,1,2,Burnt-Out & Overworked
33,26-35,Research & Development,Healthcare Representative,Female,Single,No,6949,4,2,3,2,5,1,6,2,Travel_Rarely,No,0,3,At-Risk Mid-Level
37,36-45,Sales,Sales Executive,Male,Married,No,10609,3,1,1,2,14,11,17,3,Travel_Rarely,Yes,1,0,Stable Senior
45,36-45,Research & Development,Laboratory Technician,Male,Married,No,4447,2,3,2,3,9,0,9,2,Non-Travel,No,0,1,Loyal Mid-Career
29,26-35,Sales,Sales Representative,Female,Married,No,2157,4,3,3,3,3,0,3,1,Travel_Frequently,No,0,3,At-Risk Mid-Level
35,26-35,Sales,Sales Executive,Female,Married,No,4601,3,3,3,3,5,1,5,2,Travel_Rarely,No,0,3,At-Risk Mid-Level
52,46-55,Research & Development,Manager,Male,Married,No,17099,4,4,2,3,9,7,26,4,Travel_Rarely,No,0,0,Stable Senior
58,56-65,Research & Development,Research Scientist,Male,Single,No,2479,3,4,3,3,1,0,7,1,Travel_Rarely,Yes,1,1,Loyal Mid-Career
53,46-55,Sales,Manager,Male,Divorced,No,14852,3,3,4,3,17,15,22,4,Travel_Rarely,No,0,0,Stable Senior
30,26-35,Sales,Sales Executive,Male,Divorced,No,7264,3,3,4,3,8,7,10,3,Travel_Rarely,No,0,1,Loyal Mid-Career
38,36-45,Sales,Sales Executive,Female,Single,Yes,5666,4,3,3,3,5,1,6,2,Non-Travel,No,0,2,Burnt-Out & Overworked
35,26-35,Sales,Sales Executive,Male,Divorced,No,7823,4,4,3,3,10,0,12,3,Travel_Rarely,No,0,1,Loyal Mid-Career
39,36-45,Sales,Sales Executive,Male,Single,No,7880,3,1,3,4,8,0,9,3,Travel_Rarely,No,0,1,Loyal Mid-Career
40,36-45,Sales,Sales Executive,Female,Single,Yes,13194,2,2,2,4,1,0,22,4,Non-Travel,Yes,1,2,Burnt-Out & Overworked
47,46-55,Research & Development,Manufacturing Director,Male,Divorced,Yes,5067,3,3,4,4,19,2,20,2,Travel_Frequently,No,0,1,Loyal Mid-Career
36,36-45,Sales,Sales Executive,Male,Divorced,No,5079,4,1,3,3,7,0,12,2,Non-Travel,No,0,1,Loyal Mid-Career
31,26-35,Research & Development,Research Scientist,Male,Single,Yes,2321,1,3,3,2,3,1,4,1,Non-Travel,Yes,1,2,Burnt-Out & Overworked
33,26-35,Sales,Manager,Male,Single,No,17444,3,4,3,3,10,6,10,4,Non-Travel,No,0,0,Stable Senior
29,26-35,Research & Development,Research Scientist,Female,Single,Yes,2404,1,4,3,2,0,0,3,1,Travel_Rarely,Yes,1,2,Burnt-Out & Overworked
33,26-35,Research & Development,Research Scientist,Female,Single,No,3452,4,2,3,3,3,0,5,1,Travel_Rarely,No,0,3,At-Risk Mid-Level
45,36-45,Research & Development,Laboratory Technician,Female,Divorced,No,2270,4,4,3,3,5,0,8,1,Travel_Rarely,No,0,3,At-Risk Mid-Level
50,46-55,Research & Development,Research Director,Male,Divorced,No,17399,4,4,2,3,5,1,32,4,Travel_Rarely,No,0,0,Stable Senior
33,26-35,Research & Development,Healthcare Representative,Female,Married,Yes,5488,2,3,3,4,6,1,6,2,Travel_Frequently,No,0,2,Burnt-Out & Overworked
41,36-45,Research & Development,Research Director,Male,Divorced,No,19419,3,1,4,3,18,0,21,5,Travel_Frequently,No,0,0,Stable Senior
27,26-35,Research & Development,Laboratory Technician,Female,Married,No,2811,2,3,3,3,2,2,4,1,Travel_Rarely,No,0,3,At-Risk Mid-Level
45,36-45,Research & Development,Laboratory Technician,Male,Married,Yes,3633,1,4,3,3,9,0,9,2,Non-Travel,No,0,2,Burnt-Out & Overworked
47,46-55,Sales,Sales Executive,Female,Single,Yes,4163,4,4,3,3,9,0,9,2,Travel_Rarely,No,0,2,Burnt-Out & Overworked
